ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
37196,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'blue', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'blue', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'blue', 'blue', 'red', 'red', 'red', 'red', 'blue', 'green', 'green', 'green', 'green', 'blue', 'white', 'red', 'green', 'red']","move blue C1",10,"move",11,"[(92, 104), 'pass', (75, 85), (76, 86), (77, 67), (93, 68), (79, 48), (98, 49), (82, 50), (54, 92), (72, 30)]",1
37196,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'blue', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'blue', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'blue', 'blue', 'red', 'red', 'red', 'red', 'blue', 'green', 'green', 'green', 'green', 'blue', 'white', 'red', 'green', 'red']","clear nocolor A1",7,"clear",8,"[(55, 59), 'pass', (73, 58), (91, 57), (92, 41), (54, 40), (72, 39), (90, 21)]",1
37196,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'blue', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'blue', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'blue', 'blue', 'red', 'red', 'red', 'red', 'blue', 'green', 'green', 'green', 'green', 'blue', 'white', 'red', 'green', 'red']","cover green all",6,"cover",7,"[(76, 36), 'pass', (105, 60), (107, 88), (103, 48), (98, 83), (75, 63)]",1
37196,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'blue', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'blue', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'blue', 'blue', 'red', 'red', 'red', 'red', 'blue', 'green', 'green', 'green', 'green', 'blue', 'white', 'red', 'green', 'red']","uncover red all",9,"uncover",10,"[(76, 57), 'pass', (66, 83), (79, 80), (78, 62), (54, 74), (72, 39), (55, 104), (73, 56), (77, 44)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","uncover blue all",6,"uncover",13,"[(61, 80), (79, 62), (58, 77), (76, 59), (84, 85), (82, 67), (67, 70), (97, 84), (84, 65), (62, 84), (84, 97), (54, 79), (75, 74)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","move blue A2",8,"move",10,"[(84, 77), (98, 43), (102, 57), (104, 39), (87, 40), (107, 21), (43, 98), (61, 81), (79, 80), (97, 59)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","fill nocolor C1",14,"fill",15,"[(88, 85), (99, 64), (61, 86), (79, 66), (97, 68), (75, 48), (58, 67), (93, 49), (106, 50), (95, 32), (87, 31), (107, 30), (105, 13), (64, 12), (82, 14)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","clear nocolor B",10,"clear",11,"[(61, 73), (98, 36), (83, 86), (99, 78), (78, 77), (101, 57), (79, 85), (96, 59), (97, 40), (82, 67), (100, 66)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","uncover red all",3,"uncover",4,"[(87, 89), (104, 71), (82, 65), (61, 80)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","fill nocolor B1",13,"fill",13,"[(99, 80), (83, 62), (58, 78), (95, 60), (76, 42), (75, 43), (94, 44), (93, 24), (82, 25), (100, 26), (101, 8), (92, 7), (91, 6)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","move red C",8,"move",8,"[(61, 85), (79, 67), (82, 66), (100, 49), (58, 86), (95, 48), (92, 68), (91, 50)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","clear nocolor A",11,"clear",13,"[(58, 80), (82, 62), (76, 82), (75, 81), (94, 64), (93, 63), (95, 45), (103, 46), (92, 103), (91, 85), (54, 86), (72, 66), (90, 67)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","cover red all",7,"cover",7,"[(54, 73), (96, 74), (99, 64), (98, 85), (75, 40), (88, 43), (93, 77)]",1
79463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'blue', 'blue', 'white', 'white', 'red', 'white', 'white', 'red', 'green', 'blue', 'white', 'white', 'blue', 'green', 'white', 'green', 'red', 'red', 'blue', 'blue', 'red', 'green', 'blue', 'green', 'green', 'red', 'green', 'blue', 'red', 'blue', 'red', 'green', 'blue']","cover green all",6,"cover",7,"[(61, 80), (58, 78), (92, 36), (107, 70), (82, 65), (100, 47), (79, 81)]",1
27392,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'blue', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'blue', 'white', 'green', 'blue', 'blue', 'white', 'white', 'blue', 'green', 'green', 'blue', 'green', 'blue', 'blue', 'red', 'white', 'red', 'white', 'red', 'red', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green']","move blue A",7,"move",10,"[(81, 75), 'pass', (84, 57), 'pass', (85, 39), (103, 21), (88, 76), 'pass', (83, 81), (101, 58)]",0
27392,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'blue', 'red', 'white', 'white', 'red', 'white', 'white', 'white', 'blue', 'white', 'green', 'blue', 'blue', 'white', 'white', 'blue', 'green', 'green', 'blue', 'green', 'blue', 'blue', 'red', 'white', 'red', 'white', 'red', 'red', 'blue', 'green', 'blue', 'green', 'red', 'red', 'green']","fill nocolor B2",13,"fill",17,"[(97, 82), 'pass', (84, 63), 'pass', (85, 64), (103, 65), (102, 45), (104, 46), (105, 47), 'pass', (88, 27), (106, 28), (71, 29), (89, 9), (107, 10), 'pass', (77, 11)]",0
